Age,Education_Num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Native_Country,Income,Workclass_Local-gov,Workclass_Never-worked,Workclass_Private,Workclass_Self-emp-inc,Workclass_Self-emp-not-inc,Workclass_State-gov,Workclass_Without-pay,Education_11th,Education_12th,Education_1st-4th,Education_5th-6th,Education_7th-8th,Education_9th,Education_Assoc-acdm,Education_Assoc-voc,Education_Bachelors,Education_Doctorate,Education_HS-grad,Education_Masters,Education_Preschool,Education_Prof-school,Education_Some-college,Age_Group
0.04918032786885246,10,Never-married,Other-service,Own-child,White,1,0.14847256103404816,-0.2169461577937785,0.24489795918367346,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Young
0.180327868852459,13,Never-married,Adm-clerical,Not-in-family,White,0,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.03278688524590162,10,Never-married,Sales,Own-child,White,0,-0.14563815257745275,3.7705493459997315,0.09183673469387754,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Young
0.8524590163934427,13,Married-civ-spouse,Prof-specialty,Husband,White,1,13.370344039718722,-0.2169461577937785,0.39795918367346933,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.09836065573770492,7,Married-civ-spouse,Transport-moving,Husband,White,1,0.4636684177169617,-0.2169461577937785,0.24489795918367346,United-States,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Young
0.32786885245901637,13,Married-civ-spouse,Exec-managerial,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.6020408163265305,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.4426229508196721,7,Married-civ-spouse,Prof-specialty,Wife,White,0,0.5542264039852088,-0.2169461577937785,0.3571428571428571,United-States,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Young
0.5573770491803278,5,Never-married,Other-service,Unmarried,Black,0,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Young
0.4426229508196721,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.40983606557377045,9,Married-civ-spouse,Craft-repair,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.1639344262295082,6,Married-civ-spouse,Craft-repair,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.6020408163265305,United-States,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Young
0.31147540983606553,13,Never-married,Sales,Not-in-family,Black,1,-0.14563815257745275,-0.2169461577937785,0.47959183673469385,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.19672131147540983,11,Never-married,Sales,Not-in-family,Black,1,-0.14563815257745275,-0.2169461577937785,0.44897959183673464,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Young
0.5081967213114753,13,Divorced,Priv-house-serv,Not-in-family,White,0,-0.14563815257745275,-0.2169461577937785,0.43877551020408156,Germany,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.19672131147540983,13,Never-married,Prof-specialty,Not-in-family,White,1,1.018640196250428,-0.2169461577937785,0.44897959183673464,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.22950819672131145,13,Married-civ-spouse,Machine-op-inspct,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.5,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.8032786885245902,9,Widowed,Craft-repair,Not-in-family,White,1,-0.14563815257745275,-0.2169461577937785,0.1530612244897959,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.4262295081967213,10,Never-married,Adm-clerical,Not-in-family,White,0,-0.14563815257745275,-0.2169461577937785,0.5,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Young
0.5081967213114753,13,Married-civ-spouse,Prof-specialty,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.5510204081632653,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.32786885245901637,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,Portugal,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.06557377049180324,10,Never-married,Prof-specialty,Own-child,White,1,-0.14563815257745275,-0.2169461577937785,0.19387755102040813,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Young
0.19672131147540983,9,Never-married,Tech-support,Own-child,Black,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.22950819672131145,9,Never-married,Adm-clerical,Own-child,White,0,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.22950819672131145,13,Divorced,Protective-serv,Not-in-family,White,1,-0.14563815257745275,-0.2169461577937785,0.5,United-States,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.2459016393442623,13,Never-married,Sales,Not-in-family,White,0,-0.14563815257745275,3.7406804658215025,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.21311475409836067,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.6020408163265305,United-States,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.36065573770491804,13,Separated,Prof-specialty,Not-in-family,Black,1,-0.14563815257745275,-0.2169461577937785,0.2959183673469387,United-States,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.7049180327868854,13,Married-civ-spouse,Prof-specialty,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.346938775510204,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.5245901639344261,13,Married-civ-spouse,Sales,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.6020408163265305,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.4262295081967213,9,Married-civ-spouse,Craft-repair,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.22950819672131145,13,Never-married,Exec-managerial,Own-child,White,0,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,Cuba,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.7540983606557377,9,Divorced,Exec-managerial,Not-in-family,White,0,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.31147540983606553,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,0,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,China,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.13114754098360654,9,Never-married,Transport-moving,Own-child,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.27868852459016397,5,Separated,Machine-op-inspct,Unmarried,White,0,-0.14563815257745275,-0.2169461577937785,0.346938775510204,Dominican-Republic,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Young
0.2459016393442623,2,Never-married,Farming-fishing,Not-in-family,Other,1,-0.14563815257745275,-0.2169461577937785,0.5,Mexico,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Young
0.13114754098360654,11,Never-married,Prof-specialty,Own-child,White,0,0.3163427385641419,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Young
0.21311475409836067,9,Married-civ-spouse,Transport-moving,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.04918032786885246,10,Never-married,Other-service,Not-in-family,White,0,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Young
0.180327868852459,13,Never-married,Prof-specialty,Not-in-family,White,1,-0.14563815257745275,-0.2169461577937785,0.520408163265306,United-States,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.5901639344262295,10,Married-civ-spouse,Craft-repair,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.6632653061224489,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Young
0.21311475409836067,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.43877551020408156,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.31147540983606553,14,Never-married,Adm-clerical,Not-in-family,White,1,1.685795748817693,-0.2169461577937785,0.5,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Young
0.9508196721311475,6,Widowed,Prof-specialty,Other-relative,Asian-Pac-Islander,0,-0.14563815257745275,-0.2169461577937785,0.0,China,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Young
0.21311475409836067,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.27868852459016397,9,Never-married,Machine-op-inspct,Not-in-family,Black,1,-0.14563815257745275,4.76368961192583,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.32786885245901637,7,Married-civ-spouse,Transport-moving,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Young
0.13114754098360654,12,Never-married,Sales,Not-in-family,White,1,-0.14563815257745275,-0.2169461577937785,0.47959183673469385,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Young
0.13114754098360654,10,Never-married,Prof-specialty,Own-child,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Young
0.13114754098360654,9,Never-married,Craft-repair,Not-in-family,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.31147540983606553,10,Married-civ-spouse,Prof-specialty,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.19387755102040813,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Young
0.540983606557377,9,Married-civ-spouse,Craft-repair,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.5,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.09836065573770492,10,Never-married,Sales,Own-child,White,0,-0.14563815257745275,-0.2169461577937785,0.11224489795918367,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Young
0.2950819672131148,9,Married-civ-spouse,Craft-repair,Husband,White,1,0.8407680918787667,-0.2169461577937785,0.6020408163265305,United-States,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.6229508196721312,4,Widowed,Other-service,Unmarried,White,0,-0.14563815257745275,-0.2169461577937785,0.19387755102040813,United-States,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Young
