PC1,PC2,PC3,PC4,PC5
2.8913657979755776,-0.22167254360287322,-0.26233494050699735,0.14038416175674917,-0.4850984935348827
2.873429907208658,-0.023141232935572284,-0.4745269899157327,0.1578284847497664,-0.4410515774243399
-1.1092518380417662,-0.0705447323801561,-0.18404675204070253,0.24501893566087596,-0.2857984838448899
-3.1002857337108205,-0.09495407626679536,-0.03181669988319569,0.30664357619965854,-0.15901297355728533
2.87104534030572,-0.022957477973061288,-0.5286922691662586,-0.7527425131003308,-0.06193932159621446
3.8676058949677508,-0.01143514234943914,-0.5981213685393025,-0.7619583757082383,-0.08470723352326454
-5.09737250482213,-0.11869613168632223,0.061723634569866404,-0.5741025424028923,0.34465523856788394
-1.0499163969756662,-0.0858037631993878,-0.06319696512837014,0.676742728689252,0.6348388031650065
4.033525293490827,-1.3129511811531482,0.8990370477811557,-0.4951790115689342,0.6447534128626355
2.9725498653138587,-0.5109287343456468,0.14865850689744609,0.5238628304090187,0.37703832528785436
-0.05222613091556205,-0.07370591510656284,-0.13841179091442757,0.6606319475103266,0.5595793497881683
2.932279144842198,-0.03725633705357394,-0.36497815913691256,0.5604618701362696,0.40002194204310987
2.869972614393866,-0.022631573184739212,-0.5318438098151281,-0.7662920687112361,-0.07613534860181975
1.8790990937079872,-0.034732189076490255,-0.4045804013180532,0.1811836070155507,-0.4334664376044704
0.9409290046799619,-0.061458912358486675,-0.21477414537507533,0.6155421295655115,0.5144968937801835
-6.08908316579848,-0.129911480971722,0.18027501079560782,0.34826476104932824,-0.07006960986774818
-1.1104523144333776,-0.06994756596436938,-0.18987720299604327,0.22450095752538812,-0.31874867030380755
-1.1096313314335866,-0.07029661008208427,-0.18647799811550592,0.23716567832942737,-0.3005711541055271
-3.100477985771697,-0.09445290672821138,-0.03676931281700413,0.2940156073724016,-0.19405918075380396
3.9264353448447586,-0.0263633434379084,-0.4805132430600414,-0.3407055924551271,0.8162331598057824
5.922398540388807,-0.002224589418028472,-0.577902983294921,0.5245737355428386,0.29363324410030284
-1.1127884094642777,-0.07137247846776751,-0.22810400007418075,-0.6487390859131277,0.17801231522842126
-5.093406843034879,-0.11799874751403966,0.10704149886289249,0.32507530141547347,-0.11347714970318507
-2.9132983599376034,3.649196474927634,3.373651970814935,-0.012615772028168548,-0.4368460221271015
-1.1109592021337509,-0.07181751946268514,-0.22382695717211099,-0.6281843558008576,0.19409381068910103
2.933923616206748,-0.038331533678551785,-0.35444275947943127,0.5944926519058804,0.4640368465058708
-1.1104535671158597,-0.06975901176959534,-0.19174569794424656,0.22015028744462195,-0.33257860633690756
-0.05266386247608601,-0.07417065587124187,-0.13377426487555144,0.6688724942800348,0.5976643119498246
-1.106162663468444,-0.07106263092288363,-0.17913953534876825,0.2743485098882431,-0.27579449831448627
-1.1085561001567648,-0.07099962325995443,-0.17958946757022964,0.25941657410186514,-0.2587152550337219
1.8786811499039935,-0.034383832870701625,-0.40800216997961836,0.17080475591865074,-0.4552483493044112
-0.11409641107545454,-0.05795350089784899,-0.2639662578490818,0.20326548486199547,-0.3742892245627775
3.0045238250167507,2.55812570714183,1.8774188407326557,-0.04091269166069944,-0.6228660819728136
-0.1137665146565574,-0.05831938357866382,-0.2603643819590229,0.21355217728053066,-0.3504222948437454
-0.11616370939233,-0.0576907133314125,-0.2664197990250943,0.18556823125185373,-0.3748328596622808
-3.1006019782040033,-0.09474730768506887,-0.03384273827886519,0.30009919509011795,-0.1713235321078163
-0.11433575474428714,-0.05794720013155608,-0.2640112510712279,0.20177229128335772,-0.3725813002347011
-1.1146238802072173,-0.06998466649897966,-0.24172351771726708,-0.691047166429229,0.09278113960224177
-0.05578284626580121,-0.07295742074078967,-0.1455701464526714,0.6233569572731461,0.5368877120162185
1.8793545946675003,-0.03527471233141956,-0.3992225807051111,0.19512045206471562,-0.39595811869784553
-5.093432894203824,-0.11786907351063712,0.1057583188223169,0.32194134887825054,-0.1227599560070875
2.875662153734984,-0.023586961842416196,-0.47027251079469057,0.18066908456917574,-0.42857447746532057
2.874584417093196,-0.022506840274997997,-0.48089803123637354,0.1497168486352053,-0.4980902486033257
-1.1115916911201147,-0.07140398229923209,-0.22787903396345,-0.6412731180199387,0.16947269358803907
-1.1104523144333776,-0.06994756596436938,-0.18987720299604327,0.22450095752538812,-0.31874867030380755
2.9339868651053838,-0.03837288739489712,-0.3540375518002974,0.5958015281277882,0.4664989582159769
-1.1084544008459538,-0.07114121088401654,-0.17819373730433408,0.2632510440892246,-0.24924390188431206
3.8680486372582052,-0.011724618363856285,-0.5952849147853652,-0.7527962421548815,-0.06747245155252118
0.8829205378027432,-0.0468797553877323,-0.3289830659737991,0.20695406711643938,-0.36826598335058297
0.8823884954447063,-0.04641925165356732,-0.33350790744744585,0.1933491048039515,-0.3972456833353351
-0.11711835011309013,-0.05851697403621498,-0.31067998674791275,-0.6936818959508138,0.06545509522748466
-1.1143088883965202,-0.07000288088593216,-0.24156597426980086,-0.6888534554004548,0.0912617621196728
5.0985709780077855,3.472252580790023,2.6254830761381998,-0.6311375330829347,0.5481312300844807
2.934678844942935,-0.03826211569037331,-0.3551857521744346,0.5971471563264787,0.4520923789278451
-1.107169635116696,-0.07115518824045491,-0.17814887842209715,0.27080917066077836,-0.2598685415437854
-0.0548725631984297,-0.07347749257825244,-0.14048255385242447,0.6404645068363164,0.5668101462285078
-7.0846937342984795,-0.1422426765352977,0.2576507203038637,0.3814644370666236,0.0034599137439947913
0.8825410444109245,-0.046631633089660465,-0.3314143120486025,0.19910080978499067,-0.3830386536112202
-1.10845690621092,-0.07076410249446845,-0.18193072720074066,0.25454970392769205,-0.27690377395051186
-1.071505160057809,-0.5283120203521154,0.30527337364176554,0.18390911859364278,-0.35635046884038674
2.892574509596871,-0.24259237320677968,-0.24308795436328368,0.12625062682699528,-0.5096212005568603
-6.089587904305089,-0.12976920543573361,0.17890184431073997,0.3421444213548297,-0.07593656751549777
-1.1086193490554024,-0.07095826954360912,-0.17999467524936352,0.258107697879957,-0.261177366743828
5.921390316058073,-0.0021285925408257578,-0.5787808213164534,0.5166837262346076,0.2957292648379037
